teamcode,Season,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted By,Draft Year,Salary,Index,PlayerKey,ProfileLookup,Player ID,PlayerImgurl,HeightInInches,Draft Pick (Overall),Draft Round,UPPERCASE
NOR,2019,53,A.J. Klein,28,ILB,3,3,240,6-1,Iowa St.,"Tuesday, July 30, 1991",6,,Carolina Panthers,2013,"$4,100,000.",31,NOR31,https://www.pro-football-reference.com/players/K/KleiAJ00.htm,NOR31,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/KleiAJ00_2019.jpg,73,,,AJ KLEIN
NOR,2019,23,Marshon Lattimore,23,CB,3,3,192,6-0,Ohio St.,"Sunday, May 19, 1996",2,,New Orleans Saints,2017,"$1,861,324.",32,NOR32,https://www.pro-football-reference.com/players/L/LattMa01.htm,NOR32,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/LattMa01_2019.jpg,72,,,MARSHON LATTIMORE
NOR,2019,75,Andrus Peat,26,OT,3,3,316,6-7,Stanford,"Thursday, November 4, 1993",4,,New Orleans Saints,2015,"$9,625,000.",40,NOR40,https://www.pro-football-reference.com/players/P/PeatAn00.htm,NOR40,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PeatAn00_2019.jpg,79,,,ANDRUS PEAT
NOR,2019,71,Ryan Ramczyk,25,OT,3,3,314,6-6,Wisconsin,"Friday, April 22, 1994",2,,New Orleans Saints,2017,"$1,273,323.",41,NOR41,https://www.pro-football-reference.com/players/R/RamcRy00.htm,NOR41,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RamcRy00_2019.jpg,78,,,RYAN RAMCZYK
NOR,2019,43,Marcus Williams,23,S,3,3,195,6-1,Utah,"Sunday, September 8, 1996",2,,New Orleans Saints,2017,"$1,032,313.",50,NOR50,https://www.pro-football-reference.com/players/W/WillMa06.htm,NOR50,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WillMa06_2019.jpg,73,,,MARCUS WILLIAMS
NWE,2019,12,Tom Brady,42,QB,3,3,225,6-4,Michigan,"Wednesday, August 3, 1977",19,,New England Patriots,2000,"$14,000,000.",5,NWE5,https://www.pro-football-reference.com/players/B/BradTo00.htm,NWE5,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BradTo00_2019.jpg,76,,,TOM BRADY
NWE,2019,11,Julian Edelman,33,WR,3,3,198,5-10,Kent St.,"Thursday, May 22, 1986",10,,New England Patriots,2009,"$1,000,000.",18,NWE18,https://www.pro-football-reference.com/players/E/EdelJu00.htm,NWE18,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/EdelJu00_2019.jpg,70,,,JULIAN EDELMAN
NWE,2019,24,Stephon Gilmore,29,CB,3,3,202,6-1,South Carolina,"Wednesday, September 19, 1990",7,,Buffalo Bills,2012,"$1,000,000.",21,NWE21,https://www.pro-football-reference.com/players/G/GilmSt00.htm,NWE21,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GilmSt00_2019.jpg,73,,,STEPHON GILMORE
NWE,2019,93,Lawrence Guy,29,DT,3,3,315,6-4,Arizona St.,"Saturday, March 17, 1990",8,,Green Bay Packers,2011,"$2,400,000.",24,NWE24,https://www.pro-football-reference.com/players/G/GuyxLa00.htm,NWE24,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GuyxLa00_2019.jpg,76,,,LAWRENCE GUY
NWE,2019,31,Jonathan Jones,26,DB,3,3,190,5-10,Auburn,"Monday, September 20, 1993",3,,Undrafted,,"$3,095,000.",31,NWE31,https://www.pro-football-reference.com/players/J/JoneJo03.htm,NWE31,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JoneJo03_2019.jpg,70,,,JONATHAN JONES
NWE,2019,75,Ted Karras,26,OG,3,3,305,6-4,Illinois,"Monday, March 15, 1993",3,,New England Patriots,2016,"$720,000.",32,NWE32,https://www.pro-football-reference.com/players/K/KarrTe00.htm,NWE32,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/KarrTe00_2019.jpg,76,,,TED KARRAS
NWE,2019,69,Shaq Mason,26,RG,3,3,310,6-1,Georgia Tech,"Saturday, August 28, 1993",4,,New England Patriots,2015,"$4,000,000.",34,NWE34,https://www.pro-football-reference.com/players/M/MasoSh01.htm,NWE34,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MasoSh01_2019.jpg,73,,,SHAQ MASON
NWE,2019,32,Devin McCourty,32,DB,3,3,195,5-10,Rutgers,"Thursday, August 13, 1987",9,,New England Patriots,2010,"$9,000,000.",35,NWE35,https://www.pro-football-reference.com/players/M/McCoDe99.htm,NWE35,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/McCoDe99_2019.jpg,70,,,DEVIN MCCOURTY
NWE,2019,30,Jason McCourty,32,DB,3,3,195,5-11,Rutgers,"Thursday, August 13, 1987",10,,Tennessee Titans,2009,"$2,000,000.",36,NWE36,https://www.pro-football-reference.com/players/M/McCoJa99.htm,NWE36,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/McCoJa99_2019.jpg,71,,,JASON MCCOURTY
NWE,2019,62,Joe Thuney,27,OG,3,3,308,6-5,North Carolina St.,"Thursday, November 19, 1992",3,,New England Patriots,2016,"$1,995,000.",46,NWE46,https://www.pro-football-reference.com/players/T/ThunJo00.htm,NWE46,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ThunJo00_2019.jpg,77,,,JOE THUNEY
NYG,2019,26,Saquon Barkley,22,RB,3,3,233,5-11,Penn St.,"Sunday, February 9, 1997",1,,New York Giants,2018,"$1,897,943.",2,NYG2,https://www.pro-football-reference.com/players/B/BarkSa00.htm,NYG2,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BarkSa00_2019.jpg,71,,,SAQUON BARKLEY
NYG,2019,41,Antoine Bethea,35,DB,3,3,206,5-11,Howard,"Friday, July 27, 1984",13,,Indianapolis Colts,2006,"$1,725,000.",3,NYG3,https://www.pro-football-reference.com/players/B/BethAn20.htm,NYG3,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BethAn20_2019.jpg,71,,,ANTOINE BETHEA
NYG,2019,59,Lorenzo Carter,24,DE,3,3,250,6-5,Georgia,"Sunday, December 10, 1995",1,,New York Giants,2018,"$665,613.",4,NYG4,https://www.pro-football-reference.com/players/C/CartLo01.htm,NYG4,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CartLo01_2019.jpg,77,,,LORENZO CARTER
NYG,2019,85,Rhett Ellison,31,FB,3,3,255,6-5,USC,"Monday, October 3, 1988",7,,Minnesota Vikings,2012,"$4,475,000.",12,NYG12,https://www.pro-football-reference.com/players/E/ElliRh00.htm,NYG12,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ElliRh00_2019.jpg,77,,,RHETT ELLISON
NYG,2019,71,Will Hernandez,24,OG,3,3,327,6-2,Texas-El Paso,"Saturday, September 2, 1995",1,,New York Giants,2018,"$818,670.",21,NYG21,https://www.pro-football-reference.com/players/H/HernWi00.htm,NYG21,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HernWi00_2019.jpg,74,,,WILL HERNANDEZ
NYG,2019,20,Janoris Jenkins,31,CB,3,3,190,5-10,"North Alabama,Florida","Saturday, October 29, 1988",7,,St. Louis Rams,2012,"$10,150,000.",23,NYG23,https://www.pro-football-reference.com/players/J/JenkJa03.htm,NYG23,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JenkJa03_2019.jpg,70,,,JANORIS JENKINS
NYG,2019,47,Alec Ogletree,28,OLB,3,3,235,6-2,Georgia,"Wednesday, September 25, 1991",6,,St. Louis Rams,2013,"$4,000,000.",32,NYG32,https://www.pro-football-reference.com/players/O/OgleAl00.htm,NYG32,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/OgleAl00_2019.jpg,74,,,ALEC OGLETREE
NYG,2019,21,Jabrill Peppers,24,SS,3,3,213,5-11,Michigan,"Wednesday, October 4, 1995",2,,Cleveland Browns,2017,"$1,405,181.",34,NYG34,https://www.pro-football-reference.com/players/P/PeppJa00.htm,NYG34,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PeppJa00_2019.jpg,71,,,JABRILL PEPPERS
NYG,2019,74,Mike Remmers,30,T,3,3,310,6-5,Oregon St.,"Tuesday, April 11, 1989",7,,Undrafted,,"$1,125,000.",37,NYG37,https://www.pro-football-reference.com/players/R/RemmMi00.htm,NYG37,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RemmMi00_2019.jpg,77,,,MIKE REMMERS
NYG,2019,76,Nate Solder,31,OL,3,3,325,6-8,Colorado,"Tuesday, April 12, 1988",8,,New England Patriots,2011,"$12,900,000.",46,NYG46,https://www.pro-football-reference.com/players/S/SoldNa00.htm,NYG46,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SoldNa00_2019.jpg,80,,,NATE SOLDER
NYG,2019,70,Kevin Zeitler,29,G,3,3,315,6-4,Wisconsin,"Thursday, March 8, 1990",7,,Cincinnati Bengals,2012,"$10,000,000.",52,NYG52,https://www.pro-football-reference.com/players/Z/ZeitKe00.htm,NYG52,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ZeitKe00_2019.jpg,76,,,KEVIN ZEITLER
NYJ,2019,96,Henry Anderson,28,DE,3,3,301,6-6,Stanford,"Saturday, August 3, 1991",4,,Indianapolis Colts,2015,"$2,000,000.",1,NYJ1,https://www.pro-football-reference.com/players/A/AndeHe00.htm,NYJ1,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/AndeHe00_2019.jpg,78,,,HENRY ANDERSON
NYJ,2019,26,Le'Veon Bell,27,RB,3,3,225,6-1,Michigan St.,"Tuesday, February 18, 1992",6,,Pittsburgh Steelers,2013,"$2,000,000.",5,NYJ5,https://www.pro-football-reference.com/players/B/BellLe00.htm,NYJ5,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BellLe00_2019.jpg,73,,,LEVEON BELL
NYJ,2019,82,Jamison Crowder,26,WR,3,3,177,5-9,Duke,"Thursday, June 17, 1993",4,,Washington Redskins,2015,"$1,500,000.",12,NYJ12,https://www.pro-football-reference.com/players/C/CrowJa00.htm,NYJ12,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CrowJa00_2019.jpg,69,,,JAMISON CROWDER
NYJ,2019,84,Ryan Griffin,29,TE,3,3,255,6-6,Connecticut,"Thursday, January 11, 1990",6,,Houston Texans,2013,"$1,000,000.",21,NYJ21,https://www.pro-football-reference.com/players/G/GrifRy00.htm,NYJ21,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GrifRy00_2019.jpg,78,,,RYAN GRIFFIN
NYJ,2019,46,Neville Hewitt,26,LB,3,3,234,6-2,Marshall,"Tuesday, April 6, 1993",4,,Undrafted,,"$1,000,000.",25,NYJ25,https://www.pro-football-reference.com/players/H/HewiNe00.htm,NYJ25,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HewiNe00_2019.jpg,74,,,NEVILLE HEWITT
NYJ,2019,55,Ryan Kalil,34,C,3,3,300,6-2,USC,"Friday, March 29, 1985",12,,Carolina Panthers,2007,"$2,400,000.",28,NYJ28,https://www.pro-football-reference.com/players/K/KaliRy20.htm,NYJ28,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/KaliRy20_2019.jpg,74,,,RYAN KALIL
NYJ,2019,20,Marcus Maye,26,FS,3,3,207,6-0,Florida,"Tuesday, March 9, 1993",2,,New York Jets,2017,"$1,060,822.",34,NYJ34,https://www.pro-football-reference.com/players/M/MayeMa00.htm,NYJ34,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MayeMa00_2019.jpg,72,,,MARCUS MAYE
NYJ,2019,70,Kelechi Osemele,30,T,3,3,330,6-5,Iowa St.,"Saturday, June 24, 1989",7,,Baltimore Ravens,2012,"$9,700,000.",40,NYJ40,https://www.pro-football-reference.com/players/O/OsemKe00.htm,NYJ40,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/OsemKe00_2019.jpg,77,,,KELECHI OSEMELE
NYJ,2019,27,Darryl Roberts,29,CB,3,3,182,6-0,Marshall,"Monday, November 26, 1990",3,,New England Patriots,2015,"$1,000,000.",44,NYJ44,https://www.pro-football-reference.com/players/R/RobeDa00.htm,NYJ44,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RobeDa00_2019.jpg,72,,,DARRYL ROBERTS
NYJ,2019,72,Brandon Shell,27,OT,3,3,324,6-5,South Carolina,"Thursday, February 6, 1992",3,,New York Jets,2016,"$2,025,000.",45,NYJ45,https://www.pro-football-reference.com/players/S/ShelBr00.htm,NYJ45,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ShelBr00_2019.jpg,77,,,BRANDON SHELL
NYJ,2019,92,Leonard Williams,25,DT,3,3,302,6-5,USC,"Monday, June 20, 1994",4,,New York Jets,2015,"$14,200,000.",48,NYJ48,https://www.pro-football-reference.com/players/W/WillLe02.htm,NYJ48,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WillLe02_2019.jpg,77,,,LEONARD WILLIAMS
NYJ,2019,67,Brian Winters,28,OG,3,3,320,6-4,Kent St.,"Wednesday, July 10, 1991",6,,New York Jets,2013,"$6,000,000.",51,NYJ51,https://www.pro-football-reference.com/players/W/WintBr00.htm,NYJ51,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WintBr00_2019.jpg,76,,,BRIAN WINTERS
OTI,2019,21,Malcolm Butler,29,CB,3,3,190,5-11,West Alabama,"Friday, March 2, 1990",5,,Undrafted,,"$10,500,000.",4,OTI4,https://www.pro-football-reference.com/players/B/ButlMa01.htm,OTI4,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ButlMa01_2019.jpg,71,,,MALCOLM BUTLER
OTI,2019,31,Kevin Byard,26,S,3,3,212,5-11,Middle Tenn. St.,"Tuesday, August 17, 1993",3,,Tennessee Titans,2016,"$2,025,000.",5,OTI5,https://www.pro-football-reference.com/players/B/ByarKe01.htm,OTI5,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ByarKe01_2019.jpg,71,,,KEVIN BYARD
OTI,2019,99,Jurrell Casey,30,DL,3,3,305,6-1,USC,"Tuesday, December 5, 1989",8,,Tennessee Titans,2011,"$10,550,000.",6,OTI6,https://www.pro-football-reference.com/players/C/CaseJu00.htm,OTI6,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CaseJu00_2019.jpg,73,,,JURRELL CASEY
OTI,2019,78,Jack Conklin,25,OT,3,3,308,6-6,Michigan St.,"Wednesday, August 17, 1994",3,,Tennessee Titans,2016,"$2,617,862.",7,OTI7,https://www.pro-football-reference.com/players/C/ConkJa00.htm,OTI7,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ConkJa00_2019.jpg,78,,,JACK CONKLIN
OTI,2019,54,Rashaan Evans,24,ILB,3,3,232,6-2,Alabama,"Wednesday, November 8, 1995",1,,Tennessee Titans,2018,"$1,006,236.",14,OTI14,https://www.pro-football-reference.com/players/E/EvanRa01.htm,OTI14,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/EvanRa01_2019.jpg,74,,,RASHAAN EVANS
OTI,2019,90,DaQuan Jones,28,DT,3,3,322,6-4,Penn St.,"Tuesday, December 17, 1991",5,,Tennessee Titans,2014,"$6,000,000.",27,OTI27,https://www.pro-football-reference.com/players/J/JoneDa04.htm,OTI27,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JoneDa04_2019.jpg,76,,,DAQUAN JONES
OTI,2019,71,Dennis Kelly,29,OT,3,3,321,6-8,Purdue,"Tuesday, January 16, 1990",7,,Philadelphia Eagles,2012,"$1,350,000.",28,OTI28,https://www.pro-football-reference.com/players/K/KellDe00.htm,OTI28,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/KellDe00_2019.jpg,80,,,DENNIS KELLY
OTI,2019,58,Harold Landry,23,OLB,3,3,252,6-2,Boston Col.,"Wednesday, June 5, 1996",1,,Tennessee Titans,2018,"$786,077.",30,OTI30,https://www.pro-football-reference.com/players/L/LandHa00.htm,OTI30,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/LandHa00_2019.jpg,74,,,HAROLD LANDRY
OTI,2019,8,Marcus Mariota,26,QB,3,3,222,6-4,Oregon,"Saturday, October 30, 1993",4,,Tennessee Titans,2015,"$20,922,000.",34,OTI34,https://www.pro-football-reference.com/players/M/MariMa01.htm,OTI34,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/MariMa01_2019.jpg,76,,,MARCUS MARIOTA
OTI,2019,26,Logan Ryan,28,CB,3,3,195,5-11,Rutgers,"Saturday, February 9, 1991",6,,New England Patriots,2013,"$9,500,000.",39,OTI39,https://www.pro-football-reference.com/players/R/RyanLo00.htm,OTI39,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/RyanLo00_2019.jpg,71,,,LOGAN RYAN
OTI,2019,76,Rodger Saffold,31,T,3,3,323,6-5,Indiana,"Monday, June 6, 1988",9,,St. Louis Rams,2010,"$3,500,000.",40,OTI40,https://www.pro-football-reference.com/players/S/SaffRo20.htm,OTI40,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SaffRo20_2019.jpg,77,,,RODGER SAFFOLD
OTI,2019,24,Kenny Vaccaro,28,FS,3,3,214,6-0,Texas,"Friday, February 15, 1991",6,,New Orleans Saints,2013,"$1,250,000.",49,OTI49,https://www.pro-football-reference.com/players/V/VaccKe00.htm,OTI49,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/VaccKe00_2019.jpg,72,,,KENNY VACCARO
PHI,2019,13,Nelson Agholor,26,WR,3,3,198,6-0,USC,"Monday, May 24, 1993",4,,Philadelphia Eagles,2015,"$9,387,000.",0,PHI0,https://www.pro-football-reference.com/players/A/AghoNe00.htm,PHI0,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/AghoNe00_2019.jpg,72,,,NELSON AGHOLOR
PHI,2019,53,Nigel Bradham,30,OLB,3,3,241,6-2,Florida St.,"Monday, September 4, 1989",7,,Buffalo Bills,2012,"$930,000.",3,PHI3,https://www.pro-football-reference.com/players/B/BradNi00.htm,PHI3,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BradNi00_2019.jpg,74,,,NIGEL BRADHAM
PHI,2019,79,Brandon Brooks,30,G,3,3,335,6-5,Miami (OH),"Saturday, August 19, 1989",7,,Houston Texans,2012,"$8,000,000.",4,PHI4,https://www.pro-football-reference.com/players/B/BrooBr00.htm,PHI4,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BrooBr00_2019.jpg,77,,,BRANDON BROOKS
PHI,2019,52,Zach Brown,30,OLB,3,3,250,6-1,North Carolina,"Monday, October 23, 1989",7,,Tennessee Titans,2012,"$1,000,000.",5,PHI5,https://www.pro-football-reference.com/players/B/BrowZa00.htm,PHI5,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/BrowZa00_2019.jpg,73,,,ZACH BROWN
PHI,2019,91,Fletcher Cox,29,DT,3,3,310,6-4,Mississippi St.,"Thursday, December 13, 1990",7,,Philadelphia Eagles,2012,"$930,000.",7,PHI7,https://www.pro-football-reference.com/players/C/CoxxFl00.htm,PHI7,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/CoxxFl00_2019.jpg,76,,,FLETCHER COX
PHI,2019,21,Ronald Darby,25,CB,3,3,193,5-11,Florida St.,"Sunday, January 2, 1994",4,,Buffalo Bills,2015,"$1,000,000.",10,PHI10,https://www.pro-football-reference.com/players/D/DarbRo00.htm,PHI10,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/DarbRo00_2019.jpg,71,,,RONALD DARBY
PHI,2019,86,Zach Ertz,29,TE,3,3,250,6-5,Stanford,"Saturday, November 10, 1990",6,,Philadelphia Eagles,2013,"$8,000,000.",16,PHI16,https://www.pro-football-reference.com/players/E/ErtzZa00.htm,PHI16,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ErtzZa00_2019.jpg,77,,,ZACH ERTZ
PHI,2019,55,Brandon Graham,31,DE,3,3,265,6-2,Michigan,"Sunday, April 3, 1988",9,,Philadelphia Eagles,2010,"$1,000,000.",21,PHI21,https://www.pro-football-reference.com/players/G/GrahBr99.htm,PHI21,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/GrahBr99_2019.jpg,74,,,BRANDON GRAHAM
PHI,2019,27,Malcolm Jenkins,32,DB,3,3,204,6-0,Ohio St.,"Sunday, December 20, 1987",10,,New Orleans Saints,2009,"$8,100,000.",30,PHI30,https://www.pro-football-reference.com/players/J/JenkMa99.htm,PHI30,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/JenkMa99_2019.jpg,72,,,MALCOLM JENKINS
PHI,2019,23,Rodney McLeod,29,S,3,3,195,5-10,Virginia,"Saturday, June 23, 1990",7,,Undrafted,,"$1,500,000.",39,PHI39,https://www.pro-football-reference.com/players/M/McLeRo00.htm,PHI39,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/McLeRo00_2019.jpg,70,,,RODNEY MCLEOD
PHI,2019,71,Jason Peters,37,T,3,3,328,6-4,Arkansas,"Friday, January 22, 1982",15,,Undrafted,,"$3,500,000.",41,PHI41,https://www.pro-football-reference.com/players/P/PeteJa21.htm,PHI41,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PeteJa21_2019.jpg,76,,,JASON PETERS
PHI,2019,73,Isaac Seumalo,26,OG,3,3,303,6-4,Oregon St.,"Friday, October 29, 1993",3,,Philadelphia Eagles,2016,"$749,000.",46,PHI46,https://www.pro-football-reference.com/players/S/SeumIs00.htm,PHI46,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SeumIs00_2019.jpg,76,,,ISAAC SEUMALO
PHI,2019,11,Carson Wentz,27,QB,3,3,237,6-5,North Dakota St.,"Wednesday, December 30, 1992",3,,Philadelphia Eagles,2016,"$720,000.",52,PHI52,https://www.pro-football-reference.com/players/W/WentCa00.htm,PHI52,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WentCa00_2019.jpg,77,,,CARSON WENTZ
PIT,2019,30,James Conner,24,RB,3,3,233,6-1,Pittsburgh,"Friday, May 5, 1995",2,,Pittsburgh Steelers,2017,"$668,000.",11,PIT11,https://www.pro-football-reference.com/players/C/ConnJa00.htm,PIT11,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/ConnJa00_2019.jpg,73,,,JAMES CONNER
PIT,2019,66,David DeCastro,29,G,3,3,316,6-5,Stanford,"Thursday, January 11, 1990",7,,Pittsburgh Steelers,2012,"$7,070,000.",13,PIT13,https://www.pro-football-reference.com/players/D/DeCaDa00.htm,PIT13,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/DeCaDa00_2019.jpg,77,,,DAVID DECASTRO
PIT,2019,48,Bud Dupree,26,DE,3,3,269,6-4,Kentucky,"Friday, February 12, 1993",4,,Pittsburgh Steelers,2015,"$9,232,000.",14,PIT14,https://www.pro-football-reference.com/players/D/DuprAl00.htm,PIT14,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/DuprAl00_2019.jpg,76,,,BUD DUPREE
PIT,2019,34,Terrell Edmunds,22,S,3,3,217,6-1,Virginia Tech,"Monday, January 20, 1997",1,,Pittsburgh Steelers,2018,"$966,263.",15,PIT15,https://www.pro-football-reference.com/players/E/EdmuTe00.htm,PIT15,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/EdmuTe00_2019.jpg,73,,,TERRELL EDMUNDS
PIT,2019,73,Ramon Foster,33,G,3,3,328,6-5,Tennessee,"Tuesday, January 7, 1986",10,,Undrafted,,"$1,100,000.",20,PIT20,https://www.pro-football-reference.com/players/F/FostRa21.htm,PIT20,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/FostRa21_2019.jpg,77,,,RAMON FOSTER
PIT,2019,23,Joe Haden,30,DB,3,3,195,5-11,Florida,"Friday, April 14, 1989",9,,Cleveland Browns,2010,"$10,000,000.",24,PIT24,https://www.pro-football-reference.com/players/H/HadeJo99.htm,PIT24,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HadeJo99_2019.jpg,71,,,JOE HADEN
PIT,2019,97,Cameron Heyward,30,DE,3,3,295,6-5,Ohio St.,"Saturday, May 6, 1989",8,,Pittsburgh Steelers,2011,"$8,750,000.",26,PIT26,https://www.pro-football-reference.com/players/H/HeywCa01.htm,PIT26,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/HeywCa01_2019.jpg,77,,,CAMERON HEYWARD
PIT,2019,89,Vance McDonald,29,TE,3,3,267,6-4,Rice,"Wednesday, June 13, 1990",6,,San Francisco 49ers,2013,"$4,200,000.",36,PIT36,https://www.pro-football-reference.com/players/M/McDoVa00.htm,PIT36,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/McDoVa00_2019.jpg,76,,,VANCE MCDONALD
PIT,2019,22,Steven Nelson,26,CB,3,3,194,5-11,Oregon St.,"Friday, January 22, 1993",4,,Kansas City Chiefs,2015,"$1,500,000.",38,PIT38,https://www.pro-football-reference.com/players/N/NelsSt01.htm,PIT38,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/NelsSt01_2019.jpg,71,,,STEVEN NELSON
PIT,2019,53,Maurkice Pouncey,30,C,3,3,304,6-4,Florida,"Monday, July 24, 1989",9,,Pittsburgh Steelers,2010,"$1,000,000.",41,PIT41,https://www.pro-football-reference.com/players/P/PounMa20.htm,PIT41,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/PounMa20_2019.jpg,76,,,MAURKICE POUNCEY
PIT,2019,19,JuJu Smith-Schuster,23,WR,3,3,215,6-1,USC,"Friday, November 22, 1996",2,,Pittsburgh Steelers,2017,"$846,434.",44,PIT44,https://www.pro-football-reference.com/players/S/SmitJu00.htm,PIT44,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/SmitJu00_2019.jpg,73,,,JUJU SMITH-SCHUSTER
PIT,2019,91,Stephon Tuitt,26,DT,3,3,303,6-6,Notre Dame,"Sunday, May 23, 1993",5,,Pittsburgh Steelers,2014,"$6,000,000.",48,PIT48,https://www.pro-football-reference.com/players/T/TuitSt00.htm,PIT48,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/TuitSt00_2019.jpg,78,,,STEPHON TUITT
PIT,2019,78,Alejandro Villanueva,31,OL,3,3,320,6-9,Army,"Thursday, September 22, 1988",5,,Undrafted,,"$5,000,000.",49,PIT49,https://www.pro-football-reference.com/players/V/VillAl00.htm,PIT49,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/VillAl00_2019.jpg,81,,,ALEJANDRO VILLANUEVA
PIT,2019,90,T.J. Watt,25,OLB,3,3,252,6-4,Wisconsin,"Tuesday, October 11, 1994",2,,Pittsburgh Steelers,2017,"$1,306,688.",51,PIT51,https://www.pro-football-reference.com/players/W/WattT.00.htm,PIT51,https://d395i9ljze9h3x.cloudfront.net/req/20180910/images/headshots/WattT.00_2019.jpg,76,,,TJ WATT
